Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
University of Illinois,University of Illinois - Chicago,1855 West Taylor Street,Downers Grove,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1964.0,1962.0,166221,7,6,1,Education,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,21w042 Finley Road,Downers Grove,60532,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1979.0,1979.0,4031,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois - Chicago,21w042 Finley Road,Downers Grove,60532,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1971.0,1971.0,244,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,21w042 Finley Road,Downers Grove,60532,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1953.0,1953.0,5985,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois - Chicago,Univ.of Il-chicago West Campus,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1920.0,1920.0,100000,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,715 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1927.0,1927.0,53740,7,6,1,Business,Business,Not provided
University of Illinois,University of Illinois - Chicago,1819 West Polk Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1922.0,1922.0,55764,8,7,1,Health Care,Education,Not provided
University of Illinois,University of Illinois - Chicago,1853 West Polk Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1931.0,1930.0,181094,14,13,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,808 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1931.0,1931.0,188839,18,17,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,820 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1925.0,1925.0,194837,8,7,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,914 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1928.0,1928.0,27629,7,6,1,Business,Business,Not provided
University of Illinois,University of Illinois - Chicago,1919 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1949.0,1949.0,185214,11,10,1,Education,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,1840 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1949.0,1948.0,4244,3,2,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,830 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1949.0,1949.0,17163,3,2,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,840 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1954.0,1953.0,243593,18,17,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,833 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1952.0,1951.0,280139,9,8,1,Education,Education,Not provided
University of Illinois,University of Illinois - Chicago,1129 South Hermitage Ave,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1961.0,1960.0,30587,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,1840 West Taylor,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1959.0,1958.0,84572,4,3,1,Industrial,Education,Not provided
University of Illinois,University of Illinois - Chicago,1940 West Taylor,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1976.0,1959.0,50200,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,21w042 Finley Road,Downers Grove,60532,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1963.0,1953.0,484,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois - Chicago,835 South Wolcott Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1964.0,1962.0,185880,12,11,1,Health Care,Education,Not provided
University of Illinois,University of Illinois - Chicago,845 South Damen Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1969.0,1966.0,162267,15,14,1,Education,Education,Not provided
University of Illinois,University of Illinois - Chicago,801 South Paulina Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1972.0,1969.0,347981,8,7,1,Education,Education,Not provided
University of Illinois,University of Illinois - Chicago,1737 West Polk Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1971.0,1969.0,67569,7,6,1,Business,Business,Not provided
University of Illinois,University of Illinois - Chicago,1750 West Polk Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1975.0,1975.0,120779,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois - Chicago,912 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1938.0,1938.0,130497,13,12,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,21w042 Finley Road,Downers Grove,60532,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1977.0,1977.0,48,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,1717 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1951.0,1951.0,155636,7,7,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,2035 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1956.0,1956.0,21734,5,4,1,Education,Education,Not provided
University of Illinois,University of Illinois - Chicago,809 South Marshfield Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1952.0,1952.0,96087,13,12,1,Business,Business,Not provided
University of Illinois,University of Illinois - Chicago,1118 South Paulina Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1977.0,1977.0,1235,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois - Chicago,829 South Damen Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1981.0,1979.0,53984,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois - Chicago,1905 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1988.0,1988.0,44878,3,2,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,828 South Wolcott Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1979.0,1979.0,4736,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,1100 South Wood Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1991.0,1991.0,779732,0,0,0,Storage,Storage,Not provided
University of Illinois,University of Illinois - Chicago,2023 West Ogden Avenue,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1957.0,1957.0,19536,4,3,1,Business,Business,Not provided
University of Illinois,University of Illinois - Chicago,2121 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1972.0,1972.0,96437,6,5,1,Education,Education,Not provided
University of Illinois,University of Illinois - Chicago,1740 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1977.0,1977.0,671416,14,13,1,Health Care,Health Care,Not provided
University of Illinois,University of Illinois - Chicago,1717 West Taylor Street,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1978.0,1977.0,19040,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Chicago,900 South Ashland Avenue,Chicago,60607,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,1996.0,1996.0,242165,6,5,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Peoria,1 Illini Drive,Peoria,61605,Peoria,17,Cheri Bustos,92,Gordon-Booth Jehan,46,David Koehler,In Use,1976.0,1975.0,124946,3,3,0,Education,Education,Not provided
University of Illinois,University of Illinois - Rockford,1601 Parkview Avenue,Rockford,61107,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1925.0,1916.0,26521,6,5,1,Education,Education,Not provided
University of Illinois,University of Illinois - Rockford,1601 Parkview Avenue,Rockford,61107,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1949.0,1945.0,40733,3,3,0,Education,Education,Not provided
University of Illinois,University of Illinois - Rockford,1601 Parkview Avenue,Rockford,61107,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1927.0,1927.0,5712,4,3,1,Education,Education,Not provided
University of Illinois,University of Illinois - Rockford,1601 Parkview Avenue,Rockford,61107,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1976.0,1996.0,7903,2,2,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois - Rockford,1601 Parkview Avenue,Rockford,61107,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1976.0,1996.0,77584,6,6,0,Education,Education,Not provided
University of Illinois,University of Illinois - Rockford,405 Charles Street,Mt Morris,61054,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1989.0,1975.0,6872,3,2,1,Health Care,Education,Not provided
University of Illinois,University of Illinois - Rockford,1511 Blackhawk Street,Rockton,61072,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1989.0,1978.0,6763,1,1,0,Health Care,Education,Not provided
University of Illinois,University of Illinois - Rockford,2170 Pearl Street,Belvidere,61008,Winnebago,17,Cheri Bustos,67,Wallace Litesa E.,34,Steve Stadelman,In Use,1989.0,1975.0,8056,1,1,0,Health Care,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1000 South Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1896.0,1896.0,61993,5,4,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1100 S Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1908.0,1908.0,32146,5,4,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1259 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1928.0,1928.0,61184,6,5,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1259 Lincoln Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1913.0,1913.0,35415,6,5,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1050 S. Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1916.0,1916.0,47388,4,3,1,Assembly,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1075 S. Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1925.0,1925.0,52980,3,3,0,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,975 S Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1903.0,1903.0,23775,5,4,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,200 Physical Plant Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1949.0,1949.0,16858,3,2,1,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1075 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965.0,1965.0,70954,5,4,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,210 Physical Plant Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1951.0,1951.0,54973,3,2,1,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,225 Travel Service Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1952.0,1952.0,12998,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1250 S Illinois Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1956.0,1956.0,4464,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,600 Agriculture Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1956.0,1956.0,63043,6,5,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,625 Agriculture Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1954.0,1954.0,4108,3,2,1,Assembly,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,650 Agriculture Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1951.0,1957.0,8779,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,580 W Grand Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1953.0,1953.0,28435,3,2,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,555 Clocktower Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1954.0,1954.0,16363,2,1,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,475 Clocktower Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1951.0,1951.0,100431,7,6,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,900 S.normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1953.0,1953.0,99209,5,4,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,605 Agriculture Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1956.0,1956.0,331541,10,9,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1205 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1957.0,1957.0,79250,4,3,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1400 Arena Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1964.0,1964.0,142606,4,3,1,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,875 S Normal Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1959.0,1959.0,97644,7,6,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,625 Wham Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1963.0,1963.0,110944,5,4,1,Education,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1025 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1966.0,1966.0,72125,5,4,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1100 Lincoln Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1966.0,1966.0,224843,6,5,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1125 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1970.0,1970.0,226495,7,6,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,208 Physical Plant Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1957.0,1957.0,18706,2,2,0,Business,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1245 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1963.0,1963.0,109905,7,6,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1245 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1970.0,1970.0,43193,5,4,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1245 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1970.0,1970.0,27780,5,5,0,Education,Unusual,Not provided
Illinois State University,Illinois State University - Normal,,Normal,61761,McLean,13,Rodney L. Davis,105,Brady Dan,53,Jason A. Barickman,In Use,1988.0,1988.0,2352,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1230 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1967.0,1967.0,87639,7,6,1,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1230 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1967.0,1967.0,37514,4,3,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1230 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1967.0,1967.0,62437,2,2,0,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1493 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1960.0,1960.0,2063,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1450 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1960.0,1960.0,3740,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,405 W Grand Avenue,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1960.0,1960.0,4431,3,2,1,Business,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1000 Faner Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1974.0,1974.0,277831,7,6,1,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1230 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1978.0,1978.0,93186,5,4,1,Education,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1150 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1982.0,1982.0,98347,2,2,0,Education,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1135 Lincoln Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1995.0,1995.0,93386,3,3,0,Education,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1225 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1959.0,1959.0,344652,8,7,1,Assembly,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1230 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1997.0,1997.0,92392,7,6,1,Education,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,602 Agriculture Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1956.0,1956.0,651,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1205 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,Abandon,1957.0,1957.0,8907,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1352 Point Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1956.0,1956.0,136,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1490 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1964.0,1964.0,59584,5,4,1,Assembly,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,750 Communications Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1998.0,1998.0,5239,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1231 Lincoln Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1975.0,1975.0,18335,3,2,1,Business,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,230 Physical Plant Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1985.0,1985.0,13863,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1400 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1971.0,1971.0,14277,2,2,0,Residential,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,650 South State Street,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1994.0,1994.0,11607,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1493 Douglas Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1960.0,1960.0,2020,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1045 Faner Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1916.0,1916.0,144,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1450 Radio Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1958.0,1958.0,1452,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,2775 Chautauqua Road,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1958.0,1930.0,7924,4,3,1,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1915 University Press Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1971.0,1971.0,20593,2,2,0,Business,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1945 University Press Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1971.0,1971.0,17679,2,2,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1835 University Press Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1987.0,1987.0,32196,2,2,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1325 Radio Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1994.0,1994.0,13488,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1970 University Press Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1978.0,1978.0,1862,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1780 University Press,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1985.0,1985.0,9855,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,495 Saluki Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965.0,1965.0,757,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,425 Saluki Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1987.0,1987.0,3456,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,455 Saluki Dr,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1967.0,1967.0,602,1,1,0,Assembly,Assembly,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,910 S Forest Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1965.0,1940.0,2423,4,3,1,Residential,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,808 South Forest Avenue,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1962.0,1935.0,2525,4,3,1,Residential,Education,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,803 South Elizabeth Street,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1968.0,1945.0,3260,3,2,1,Business,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,805 South Elizabeth Street,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1962.0,1950.0,2640,1,1,0,Business,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,810 South Elizabeth Street,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1962.0,1930.0,3307,4,3,1,Business,Storage,Not provided
